date,close_b,volume_b,close_eth,volume_eth
2020-02-22,9663.181640625,35838025154,262.33172607421875,16906032862
2020-02-23,9924.515625,41185185761,273.754150390625,19585998814
2020-02-24,9650.1748046875,45080496648,265.2164306640625,22400845640
2020-02-25,9341.705078125,42515259129,247.81759643554688,21878882134
2020-02-26,8820.5224609375,50420050762,225.6802673339844,26235617201
2020-02-27,8784.494140625,45470195695,226.75338745117188,25645522790
2020-02-28,8672.455078125,44605450443,226.760498046875,22563530559
2020-02-29,8599.5087890625,35792392544,219.8485107421875,18181296376
2020-03-01,8562.4541015625,35349164300,218.97059631347656,18179807469
2020-03-02,8869.669921875,42857674409,230.5697784423828,20305587789
2020-03-03,8787.7861328125,42386715821,224.4796295166016,19853178572
2020-03-04,8755.24609375,34746706368,224.5179748535156,16567075208
2020-03-05,9078.7626953125,39698054597,229.2681884765625,18201291785
2020-03-06,9122.5458984375,40826885651,243.5252990722656,19374772256
2020-03-07,8909.9541015625,36216930370,237.85308837890625,19431652027
2020-03-08,8108.1162109375,39973102121,200.6890563964844,21381823651
2020-03-09,7923.64453125,46936995808,201.986328125,23645428606
2020-03-10,7909.7294921875,42213940994,200.76724243164065,18344930072
2020-03-11,7911.43017578125,38682762605,194.8685302734375,16984790291
2020-03-12,4970.7880859375,53980357243,112.3471221923828,22134741655
2020-03-13,5563.70703125,74156772075,133.20181274414062,27864623061
2020-03-14,5200.3662109375,36154506008,123.30602264404295,12740784545
2020-03-15,5392.31494140625,33997889639,125.21430206298828,12719251813
2020-03-16,5014.47998046875,45368026430,110.60587310791016,15984904590
2020-03-17,5225.62939453125,38622642935,113.9427490234375,12087490572
2020-03-18,5238.4384765625,37878801016,114.84226989746094,11617854009
2020-03-19,6191.19287109375,51000731797,136.59385681152344,16396753275
2020-03-20,6198.7783203125,54442976103,132.73716735839844,18960388062
2020-03-21,6185.06640625,42494390880,132.81871032714844,13684083308
2020-03-22,5830.2548828125,40099664740,123.32115173339844,12497707224
2020-03-23,6416.31494140625,46491916000,134.91160583496094,14149877968
2020-03-24,6734.8037109375,48221910672,138.76144409179688,14609068673
2020-03-25,6681.06298828125,44590107888,136.19589233398438,13433092920
2020-03-26,6716.4404296875,35319797642,138.36155700683594,11367261176
2020-03-27,6469.79833984375,34585598367,133.9379425048828,11396286629
2020-03-28,6242.19384765625,34885225901,130.9864959716797,12162403960
2020-03-29,5922.04296875,28373690931,125.58373260498048,9938133669
2020-03-30,6429.841796875,37101651525,132.904541015625,11841123306
2020-03-31,6438.64453125,32786468812,133.59356689453125,11065246317
2020-04-01,6606.7763671875,40346426266,135.63455200195312,12456564435
2020-04-02,6793.62451171875,47660646124,142.02914428710938,15322861686
2020-04-03,6733.38720703125,38976504903,142.09130859375,13184603402
2020-04-04,6867.52734375,33185988584,145.21939086914062,11946658257
2020-04-05,6791.12939453125,29510409856,143.54664611816406,11280993591
2020-04-06,7271.78125,46896904615,169.13587951660156,21636382525
2020-04-07,7176.41455078125,44243482668,165.10194396972656,21659346091
2020-04-08,7334.0986328125,37563249549,172.64173889160156,17063110836
2020-04-09,7302.08935546875,34815139178,170.80714416503906,14901696210
2020-04-10,6865.4931640625,43622840992,158.41244506835938,17980944616
2020-04-11,6859.0830078125,31222085946,158.2160186767578,13555089447
2020-04-12,6971.091796875,35759567632,161.14242553710938,15123721386
2020-04-13,6845.03759765625,38619308647,156.27955627441406,16465282133
2020-04-14,6842.427734375,34110434052,157.5963897705078,14723156630
2020-04-15,6642.10986328125,32288311031,153.28689575195312,14171753737
2020-04-16,7116.80419921875,46783242377,172.15737915039062,22910469236
2020-04-17,7096.1845703125,32513423567,171.63858032226562,16714684266
2020-04-18,7257.6650390625,32447188386,186.91400146484372,20160323443
2020-04-19,7189.4248046875,31311210215,181.61495971679688,19146038381
2020-04-20,6881.95849609375,37747113936,172.2971649169922,21266681335
2020-04-21,6880.3232421875,32589741511,172.73770141601562,16458767984
2020-04-22,7117.20751953125,33249153866,182.59957885742188,17994666395
2020-04-23,7429.724609375,43500782316,185.02867126464844,21275740032
2020-04-24,7550.90087890625,34636526286,189.2369384765625,16788555028
2020-04-25,7569.93603515625,32941541447,195.5153045654297,18260969748
2020-04-26,7679.8671875,33070154491,197.31753540039065,18335367012
2020-04-27,7795.60107421875,36162144725,197.22471618652344,18670194595
2020-04-28,7807.05859375,33187959921,198.41539001464844,18217507467
2020-04-29,8801.0380859375,60201052203,216.96823120117188,26397548759
2020-04-30,8658.5537109375,66964629541,207.60205078125,28089191904
2020-05-01,8864.7666015625,44068389997,214.21910095214844,20816320834
2020-05-02,8988.5966796875,40134388683,215.32537841796875,18260876092
2020-05-03,8897.46875,47101785174,210.9331512451172,20469034664
2020-05-04,8912.654296875,45718796276,208.17401123046875,22602446422
2020-05-05,9003.0703125,43148462663,206.7743988037109,19004689099
2020-05-06,9268.76171875,49371886931,204.0557861328125,20343543799
2020-05-07,9951.5185546875,61112700562,212.28941345214844,23594744655
2020-05-08,9842.666015625,51780748042,212.9915771484375,20445139356
2020-05-09,9593.896484375,46566121841,211.60012817382807,18950547549
2020-05-10,8756.4306640625,63325279337,188.5995635986328,25211575193
2020-05-11,8601.7958984375,57119858802,185.912841796875,20054601647
2020-05-12,8804.4775390625,42142717533,189.3125,15899726284
2020-05-13,9269.9873046875,45558144023,199.1932830810547,17054662289
2020-05-14,9733.7216796875,56426907637,202.9490966796875,20150524861
2020-05-15,9328.197265625,48158802327,195.62266540527344,16602342092
2020-05-16,9377.013671875,36164766408,200.6771240234375,15379081645
2020-05-17,9670.7392578125,40084250663,207.15869140625,15470397303
2020-05-18,9726.5751953125,41827139896,214.52505493164065,17411566928
2020-05-19,9729.0380859375,39254288955,213.45111083984372,14346192779
2020-05-20,9522.9814453125,36546239703,210.09674072265625,12730175511
2020-05-21,9081.76171875,39326160532,199.88360595703125,13308321229
2020-05-22,9182.5771484375,29810773699,207.169189453125,12041592114
2020-05-23,9209.287109375,27727866812,208.69439697265625,10665476768
2020-05-24,8790.3681640625,32518803300,202.37034606933597,11833299572
2020-05-25,8906.9345703125,31288157264,205.3197479248047,10415044124
2020-05-26,8835.052734375,29584186947,201.90231323242188,10159741290
2020-05-27,9181.017578125,32740536902,208.86343383789065,10631034756
2020-05-28,9525.7509765625,34367073114,219.8404235839844,12212469604
2020-05-29,9439.1240234375,32896642044,220.6751251220703,12265816557
2020-05-30,9700.4140625,32722975141,242.34559631347656,15027397867
2020-05-31,9461.05859375,27773290299,230.9757080078125,12234904813
2020-06-01,10167.2685546875,35198901068,246.99176025390625,13951727936
2020-06-02,9529.8037109375,39137252109,237.21905517578125,13782107567
2020-06-03,9656.7177734375,25007459262,244.1793212890625,9861760817
2020-06-04,9800.63671875,25921805072,244.4263916015625,10170414304
2020-06-05,9665.533203125,23509628646,241.22198486328125,9293963914
2020-06-06,9653.6796875,20438419222,241.9313201904297,8114873845
2020-06-07,9758.8525390625,25015250846,245.1672515869141,9544883157
2020-06-08,9771.4892578125,21486346312,246.30990600585935,8076783299
2020-06-09,9795.7001953125,23717842783,244.9114532470703,8446545788
2020-06-10,9870.0947265625,25706567601,247.4449462890625,8792990206
2020-06-11,9321.78125,30247143440,231.70266723632807,12356528860
2020-06-12,9480.84375,22610564515,237.4932098388672,8868955009
2020-06-13,9475.27734375,17564322315,238.90884399414065,7141624980
2020-06-14,9386.7880859375,18991732746,234.1147003173828,7439385176
2020-06-15,9450.7021484375,26699704768,229.9289093017578,10536099884
2020-06-16,9538.0244140625,21565537209,234.41616821289065,7965648016
2020-06-17,9480.2548828125,20177709879,233.0282745361328,7701391592
2020-06-18,9411.8408203125,17770083003,232.1011657714844,6713800872
2020-06-19,9288.0185546875,19632223107,227.13829040527344,6946372590
2020-06-20,9332.3408203125,17130541557,229.27426147460935,6252830566
2020-06-21,9303.6298828125,15324301169,228.9898223876953,5600408178
2020-06-22,9648.7177734375,21104009514,242.5331878662109,9079586552
2020-06-23,9629.658203125,17006433272,244.14215087890625,6624530348
2020-06-24,9313.6103515625,18961716076,235.7724609375,8815030025
2020-06-25,9264.8134765625,18616048626,232.94448852539065,7010426122
2020-06-26,9162.91796875,18341465837,229.6680450439453,7187490226
2020-06-27,9045.390625,17273093144,222.9597930908203,6918380955
2020-06-28,9143.58203125,14560870760,225.34716796875,6205925718
2020-06-29,9190.8544921875,16460547078,228.1948699951172,6726164653
2020-06-30,9137.9931640625,15735797744,226.31500244140625,6094093001
2020-07-01,9228.3251953125,15971550355,231.1134185791016,6463737443
2020-07-02,9123.41015625,16338916796,229.39219665527344,6212210566
2020-07-03,9087.3037109375,13078970999,225.38706970214844,5109032700
2020-07-04,9132.48828125,12290528515,229.07411193847656,5228310135
2020-07-05,9073.9423828125,12903406143,227.6645965576172,5292172429
2020-07-06,9375.474609375,17889263252,241.51022338867188,8782917553
2020-07-07,9252.27734375,13839652595,239.07553100585935,6441497597
2020-07-08,9428.3330078125,19702359883,246.6700134277344,9892586411
2020-07-09,9277.9677734375,18000702524,243.01596069335935,8429099199
2020-07-10,9278.8076171875,16860035605,240.9849853515625,7281370522
2020-07-11,9240.3466796875,13249910444,239.4581756591797,5643067316
2020-07-12,9276.5,14452361907,242.13169860839844,6596394718
2020-07-13,9243.6142578125,17519821266,239.6045837402344,7787751468
2020-07-14,9243.2138671875,18085038362,240.21148681640625,7357458555
2020-07-15,9192.8369140625,15844731575,238.42352294921875,6189328448
2020-07-16,9132.2275390625,15713967523,233.6408843994141,5832057567
2020-07-17,9151.392578125,13944570749,232.7730865478516,5859850529
2020-07-18,9159.0400390625,12252601475,235.4838104248047,5397402117
2020-07-19,9185.8173828125,12939002784,238.48751831054688,6251377305
2020-07-20,9164.2314453125,13755604146,236.15316772460935,5600686192
2020-07-21,9374.8876953125,18069581956,245.0167236328125,6806696015
2020-07-22,9525.36328125,16532254884,262.1906433105469,7702077383
2020-07-23,9581.072265625,18146399002,274.6890563964844,10281309262
2020-07-24,9536.892578125,16552768325,279.2154235839844,9466060358
2020-07-25,9677.11328125,16610070933,304.0567626953125,10785021813
2020-07-26,9905.1669921875,20507998997,309.64361572265625,12003973026
2020-07-27,10990.873046875,35359749590,321.5140991210937,15644257058
2020-07-28,10912.8232421875,28766551142,316.6572570800781,12357108065
2020-07-29,11100.4677734375,24617249715,318.1908874511719,10878845706
2020-07-30,11111.2138671875,22857247901,334.5866394042969,11827689045
2020-07-31,11323.466796875,23160469766,345.5546569824219,12030600492
2020-08-01,11759.5927734375,26075670303,385.19970703125,14045259477
2020-08-02,11053.6142578125,27410067336,370.6717224121094,18909744275
2020-08-03,11246.3486328125,20271713443,386.295166015625,12834648062
2020-08-04,11205.892578125,21250197042,389.87548828125,14086704221
2020-08-05,11747.0224609375,24411254471,401.590576171875,12875466638
2020-08-06,11779.7734375,23400740340,394.9619445800781,11304626458
2020-08-07,11601.47265625,23132312867,379.5128479003906,12751687084
2020-08-08,11754.0458984375,17572057837,393.98736572265625,9342060531
2020-08-09,11675.7392578125,17489608833,391.1204528808594,9451065592
2020-08-10,11878.111328125,26114112569,395.8875732421875,11685827893
2020-08-11,11410.525390625,27039782640,380.3840637207031,12792218737
2020-08-12,11584.9345703125,25064548486,391.024169921875,12408772745
2020-08-13,11784.1376953125,27522199497,428.7417907714844,18480303526
2020-08-14,11768.87109375,24237958589,437.3978271484375,15064589987
2020-08-15,11865.6982421875,23354924400,433.35491943359375,12416067894
2020-08-16,11892.8037109375,20583375490,433.78662109375,12168816874
2020-08-17,12254.40234375,28227687027,429.53125,13227089410
2020-08-18,11991.2333984375,26043227672,423.6693115234375,11978984079
2020-08-19,11758.283203125,24502851117,406.4637756347656,13137391167
2020-08-20,11878.3720703125,20175242945,416.4397888183594,10043032427
2020-08-21,11592.4892578125,23762425999,389.1263427734375,11781796374
2020-08-22,11681.8251953125,20224191306,395.8351440429688,10131847985
2020-08-23,11664.84765625,18482062658,391.3844909667969,8137303970
2020-08-24,11774.595703125,20681511755,408.1441955566406,10328860398
2020-08-25,11366.134765625,26301509932,384.00103759765625,12428442042
2020-08-26,11488.36328125,22466660958,386.4661254882813,9967343483
2020-08-27,11323.3974609375,23240415076,382.6326293945313,10457777652
2020-08-28,11542.5,19807127588,395.8746643066406,9120674421
2020-08-29,11506.865234375,17485597759,399.9214782714844,8777703481
2020-08-30,11711.505859375,19760127945,428.3957214355469,11211948040
2020-08-31,11680.8203125,22285928250,435.0797424316406,12774741797
2020-09-01,11970.478515625,27311555343,477.0519104003906,18862763756
2020-09-02,11414.0341796875,28037405299,440.0404968261719,19691854014
2020-09-03,10245.296875,31927261555,385.67193603515625,19622845896
2020-09-04,10511.8134765625,29965130374,388.24114990234375,16747106257
2020-09-05,10169.5673828125,44916565292,335.26007080078125,29880047640
2020-09-06,10280.3515625,37071460174,353.3622741699219,27643678917
2020-09-07,10369.5634765625,33703098409,352.6734924316406,21763614732
2020-09-08,10131.5166015625,33430927462,337.60211181640625,17991403432
2020-09-09,10242.34765625,24128292755,351.1100158691406,14547933520
2020-09-10,10363.138671875,54406443211,368.1018981933594,31421134556
2020-09-11,10400.9150390625,45201121775,374.6955871582031,27296269329
2020-09-12,10442.1708984375,36750077324,387.18310546875,13295405814
2020-09-13,10323.755859375,36506852789,365.5700073242188,15005899191
2020-09-14,10680.837890625,35453581940,377.2688598632813,17536695361
2020-09-15,10796.951171875,32509451925,364.8392028808594,16140584321
2020-09-16,10974.9052734375,30769986455,365.8122863769531,16107612177
2020-09-17,10948.990234375,38151810523,389.0192260742188,19899531080
2020-09-18,10944.5859375,26341903912,384.3645324707031,14108357740
2020-09-19,11094.3466796875,22764204008,385.54437255859375,11049507684
2020-09-20,10938.271484375,24699523788,371.0528259277344,12292195784
2020-09-21,10462.259765625,28884999244,341.7860717773437,17398267133
2020-09-22,10538.4599609375,23621787804,344.503173828125,12732578043
2020-09-23,10246.1865234375,23788661867,321.1163024902344,12899346599
2020-09-24,10760.06640625,47144380902,349.3555908203125,15714304470
2020-09-25,10692.716796875,39348590957,352.1832580566406,14381086966
2020-09-26,10750.7236328125,46852525493,355.48809814453125,13049148579
2020-09-27,10775.26953125,53745972818,357.4385070800781,13598126926
2020-09-28,10709.65234375,47762394731,355.159423828125,14258455166
2020-09-29,10844.640625,46582396602,359.75738525390625,11600013236
2020-09-30,10784.4912109375,44171073700,359.9378662109375,11818610610
2020-10-01,10619.4521484375,40023134100,353.2059020996094,14679481911
2020-10-02,10575.974609375,48661453918,346.2389221191406,14215390463
2020-10-03,10549.3291015625,44660271563,346.5220947265625,10060167889
2020-10-04,10669.5830078125,71251776995,352.5790100097656,10696959020
2020-10-05,10793.33984375,47537578009,353.956787109375,11809507622
2020-10-06,10604.40625,42623695307,340.8158569335937,12830796112
2020-10-07,10668.96875,37799458436,341.80865478515625,11929918060
2020-10-08,10915.685546875,63314794397,350.7661437988281,13461017711
2020-10-09,11064.4580078125,22799117613,365.5904846191406,13043501763
2020-10-10,11296.361328125,22877978588,370.9675903320313,13618484324
2020-10-11,11384.181640625,19968627060,375.1420593261719,12584512533
2020-10-12,11555.36328125,26163972642,387.7312622070313,15867455424
2020-10-13,11425.8994140625,24241420251,381.1907653808594,14226744838
2020-10-14,11429.5068359375,24103426719,379.4840393066406,13918846567
2020-10-15,11495.349609375,24487233058,377.44183349609375,14964182545
2020-10-16,11322.123046875,25635480772,366.22900390625,14670784817
2020-10-17,11358.1015625,19130430174,368.8559265136719,10951115359
2020-10-18,11483.359375,18283314340,378.2136840820313,11047103109
2020-10-19,11742.037109375,23860769928,379.93560791015625,12811242092
2020-10-20,11916.3349609375,30915821592,369.1369018554688,13741586582
2020-10-21,12823.689453125,43414712626,392.1899719238281,20241324322
2020-10-22,12965.8916015625,34729759598,413.7729797363281,15772846485
2020-10-23,12931.5390625,28974975003,409.7666931152344,14256222052
2020-10-24,13108.0625,24542317940,412.4576110839844,12201739194
2020-10-25,13031.173828125,24406920575,406.2177734375,10890207469
2020-10-26,13075.248046875,29461458313,393.8883056640625,15155684229
2020-10-27,13654.21875,33749878156,403.9970397949219,13940434102
2020-10-28,13271.28515625,35867318895,388.6507568359375,15276441134
2020-10-29,13437.8828125,56499499598,386.7301025390625,12920477749
2020-10-30,13546.5224609375,30581485201,382.8199768066406,13688056970
2020-10-31,13780.9951171875,30306464719,386.59033203125,11276963426
2020-11-01,13737.109375,24453857900,396.3581848144531,10475146018
2020-11-02,13550.4892578125,30771455468,383.15673828125,13997574252
2020-11-03,13950.30078125,29869951617,387.6021728515625,12588494762
2020-11-04,14133.70703125,35116364962,402.1419982910156,15126077675
2020-11-05,15579.8486328125,40856321439,414.0673522949219,15440711038
2020-11-06,15565.880859375,39837841971,454.7192993164063,16738305610
2020-11-07,14833.75390625,35024953706,435.713134765625,18873289788
2020-11-08,15479.5673828125,26632075029,453.5547790527344,11292383601
2020-11-09,15332.3154296875,34149115566,444.1630554199219,13704320630
2020-11-10,15290.90234375,25574938143,449.67962646484375,12090381666
2020-11-11,15701.33984375,29772374934,462.9605407714844,14075403511
2020-11-12,16276.34375,34175758344,461.0052795410156,12877327234
2020-11-13,16317.80859375,31599492172,474.6264343261719,13191505725
2020-11-14,16068.138671875,27481710135,460.14984130859375,10312037942
2020-11-15,15955.587890625,23653867583,447.55908203125,10308617165
2020-11-16,16716.111328125,31526766675,459.9403076171875,11441239444
2020-11-17,17645.40625,39006849170,480.3600769042969,14593057877
2020-11-18,17804.005859375,49064800278,479.4840698242188,17880199224
2020-11-19,17817.08984375,36985055355,471.6304321289063,12473929218
2020-11-20,18621.314453125,36992873940,509.74456787109375,18629943296
2020-11-21,18642.232421875,39650210707,549.4866333007812,20757099184
2020-11-22,18370.001953125,41280434226,558.068115234375,21967049601
2020-11-23,18364.12109375,42741112308,608.4540405273438,27272302872
2020-11-24,19107.46484375,51469565009,603.8977661132812,23281758100
2020-11-25,18732.12109375,43710357371,570.6866455078125,20088492893
2020-11-26,17150.623046875,61396835737,518.8011474609375,31104004592
2020-11-27,17108.40234375,38886494645,517.4937133789062,16831105703
2020-11-28,17717.4140625,32601040734,538.2297973632812,14770243833
2020-11-29,18177.484375,31133957704,575.758056640625,15017517758
2020-11-30,19625.8359375,47728480399,614.842529296875,20276867833
2020-12-01,18802.998046875,49633658712,587.3241577148438,27178964465
2020-12-02,19201.091796875,37387697139,598.3523559570312,16883292129
2020-12-03,19445.3984375,31930317405,616.708740234375,16146190946
2020-12-04,18699.765625,33872388058,569.3541870117188,16337589997
2020-12-05,19154.23046875,27242455064,596.595458984375,13498010566
2020-12-06,19345.12109375,25293775714,601.9089965820312,11290893016
2020-12-07,19191.630859375,26896357742,591.8433837890625,10720480962
2020-12-08,18321.14453125,31692288756,554.8277587890625,14398919320
2020-12-09,18553.916015625,34420373071,573.4791259765625,15855915840
2020-12-10,18264.9921875,25547132265,559.6785278320312,11672582040
2020-12-11,18058.904296875,27919640985,545.79736328125,11098819124
2020-12-12,18803.65625,21752580802,568.5673217773438,8534557897
2020-12-13,19142.3828125,25450468637,589.6632080078125,9070377862
2020-12-14,19246.64453125,22473997681,586.0111694335938,8125837102
2020-12-15,19417.076171875,26741982541,589.3555908203125,9326645840
2020-12-16,21310.59765625,44409011479,636.1818237304688,15817248373
2020-12-17,22805.162109375,71378606374,642.8689575195312,25479532147
2020-12-18,23137.9609375,40387896275,654.8119506835938,15756303983
2020-12-19,23869.83203125,38487546580,659.2979125976562,12830893778
2020-12-20,23477.294921875,37844228422,638.2908325195312,13375855442
2020-12-21,22803.08203125,45852713981,609.81787109375,14419493621
2020-12-22,23783.029296875,44171632681,634.8541870117188,14745890080
2020-12-23,23241.345703125,51146161904,583.714599609375,15261413038
2020-12-24,23735.94921875,41080759713,611.607177734375,14317413703
2020-12-25,24664.791015625,42068395846,626.4107055664062,13520927700
2020-12-26,26437.037109375,48332647295,635.8358154296875,14761125202
2020-12-27,26272.294921875,66479895605,682.642333984375,26093552821
2020-12-28,27084.80859375,49056742893,730.3973388671875,24222565862
2020-12-29,27362.4375,45265946774,731.5201416015625,18710683199
2020-12-30,28840.953125,51287442704,751.6189575195312,17294574210
2020-12-31,29001.720703125,46754964848,737.8034057617188,13926846861
2021-01-01,29374.15234375,40730301359,730.3675537109375,13652004358
2021-01-02,32127.267578125,67865420765,774.5349731445312,19740771179
2021-01-03,32782.0234375,78665235202,975.5076904296876,45200463368
2021-01-04,31971.9140625,81163475344,1040.2330322265625,56945985763
2021-01-05,33992.4296875,67547324782,1100.006103515625,41535932781
2021-01-06,36824.36328125,75289433811,1207.1121826171875,44699914188
2021-01-07,39371.04296875,84762141031,1225.6781005859375,40468027280
2021-01-08,40797.609375,88107519480,1224.1971435546875,44334826666
2021-01-09,40254.546875,61984162837,1281.0772705078125,33233105361
2021-01-10,38356.44140625,79980747690,1262.2467041015625,40616938053
2021-01-11,35566.65625,123320567399,1090.1453857421875,60733630300
2021-01-12,33922.9609375,74773277909,1043.4345703125,37494601692
2021-01-13,37316.359375,69364315979,1130.7393798828125,30109792795
2021-01-14,39187.328125,63615990033,1218.4530029296875,33410915929
2021-01-15,36825.3671875,67760757881,1171.8345947265625,35972039310
2021-01-16,36178.140625,57706187875,1233.53759765625,32319240157
2021-01-17,35791.27734375,52359854336,1230.1722412109375,29258032819
2021-01-18,36630.07421875,49511702429,1257.279541015625,25817455560
2021-01-19,36069.8046875,57244195486,1377.2958984375,47195935190
2021-01-20,35547.75,66834573161,1382.2740478515625,46784030909
2021-01-21,30825.69921875,75643067688,1121.5709228515625,45932464754
2021-01-22,33005.76171875,77207272511,1236.51220703125,43918338506
2021-01-23,32067.642578125,48354737975,1230.9906005859375,27253895441
2021-01-24,32289.37890625,48643830599,1391.609375,36418163554
2021-01-25,32366.392578125,59897054838,1324.414794921875,43565777745
2021-01-26,32569.849609375,60255421470,1357.05810546875,41572917750
2021-01-27,30432.546875,62576762015,1253.1871337890625,39394416990
2021-01-28,33466.09765625,76517157706,1332.4921875,34637234789
2021-01-29,34316.38671875,117894572511,1382.5228271484375,53611955259
2021-01-30,34269.5234375,65141828798,1376.115478515625,30616574234
2021-01-31,33114.359375,52754542671,1314.9862060546875,25198853581
2021-02-01,33537.17578125,61400400660,1369.04052734375,29210670920
2021-02-02,35510.2890625,63088585433,1515.1937255859375,45437142801
2021-02-03,37472.08984375,61166818159,1660.9095458984375,41874566399
2021-02-04,36926.06640625,68838074392,1594.7626953125,44396871836
